Date,energy,materials,industrial,cons_discretionary,cons_staple,healthcare,financials,it,telecom,utilities,real_estate
13-Aug-09,392.69,183.91,218.43,206.68,250.86,323.87,192.53,319.16,104.77,147.01,79.55
14-Aug-09,387.28,178.97,215.15,203.48,250.6,323.01,191.58,316.23,104.45,146.97,78.8
17-Aug-09,375.29,172.3,208.95,197.04,248.37,322.92,183.42,307.86,102.37,145,73.99
18-Aug-09,378.62,174.83,211.84,199.73,249.24,322.61,186.95,312.35,102.72,145.21,75.33
19-Aug-09,385.82,176.68,211.69,201.63,250.77,326.57,186.85,313.63,103.3,146.17,74.68
20-Aug-09,389.24,177.35,214.3,203.21,252.21,328.56,191.7,316.92,104.2,147.13,77.71
21-Aug-09,399.68,181.93,219.71,207.34,254.96,332.33,195.8,321.76,106.08,150.02,79.41
24-Aug-09,404.91,180.41,219.98,205.39,254.61,333.57,194,321.51,106.28,150.28,78.63
25-Aug-09,399.42,179.75,221.41,207.88,254.99,334.75,196.17,321.85,106.37,149.56,79.56
26-Aug-09,401.55,178.89,219.38,208.81,255.91,333.91,195.93,322.03,107.18,149.33,79.91
27-Aug-09,400.05,179.95,221.22,209.5,255.39,334.62,197.83,323.19,106.52,148.94,80.66
28-Aug-09,398.61,181.06,220.18,209.28,254.03,331.56,198.13,324.21,105.96,148.92,81.07
31-Aug-09,391.31,178.47,217.62,205.86,254.89,330.78,197.37,321.3,105.32,147.38,79.91
1-Sep-09,385.13,173.73,213.49,201.76,252.16,326.49,186.98,315.11,102.8,146.32,75.36
2-Sep-09,383.23,174.68,212.42,200.69,252.55,326.15,185.16,314.98,102.52,145.07,74.32
3-Sep-09,384.81,177.52,215.54,203.32,253.65,325.95,189.4,316.58,102.33,145.54,75.68
4-Sep-09,390.64,180.02,219.84,206.29,255.46,330.07,190.97,321.91,103.93,146.03,76.7
8-Sep-09,400.71,182.71,222.6,208.38,257.61,328.89,192.16,324.29,104.82,146.19,79.52
9-Sep-09,401.19,183.69,226.05,210.69,257.41,332.08,194.92,326.83,105.19,146.03,81.2
10-Sep-09,407.19,184.87,228.1,213.68,259.14,334.26,196.71,331.21,107.43,146.09,82.3
11-Sep-09,407.32,184.56,229.1,212.71,259.73,334.07,195.1,330.73,107.73,145.57,82.14
14-Sep-09,409.52,187.39,231.81,213.65,259.72,335.99,197.93,330.94,107.47,147.82,84.62
15-Sep-09,412.43,191.7,234.67,214.53,258.14,333.3,198.11,332.87,107.84,148.94,86.21
16-Sep-09,421.72,194.33,238.37,218.64,259.82,335.32,204.83,336.13,107.01,151.19,89.95
17-Sep-09,419.09,193.41,237.98,217.81,259.72,335.33,204.07,335.41,105.6,150.33,89.41
18-Sep-09,418.9,193.2,237.96,219.47,262.67,334.92,203.94,335.87,107.79,150.85,89.92
21-Sep-09,415.11,191.52,236.73,218.27,262.3,337.09,202.08,336,107.16,150.21,88.04
22-Sep-09,420.86,193.73,238.8,218.88,262.29,336,206.62,337.23,106.43,149.9,91
23-Sep-09,412.84,189.96,236.55,215.96,262.21,332.36,202.32,336.09,108.18,149.32,87.51
24-Sep-09,407.32,186.17,233.16,213.99,261.06,331.29,198.73,333.94,108.02,149.14,84.34
25-Sep-09,406.91,184.02,230.64,212.13,260.43,330.89,196.53,331.61,107.6,148.63,84.41
28-Sep-09,413.82,187.77,234.37,216.38,261.61,335.65,203.28,337.36,109.19,149.96,88.33
29-Sep-09,411.47,187.86,233.95,217.42,262.75,335.3,202.2,335.02,108.63,150.22,86.41
30-Sep-09,409.31,186.92,231.92,216.48,263.19,333.76,201.18,335.65,108.29,148.93,85.72
1-Oct-09,397.97,179.73,225.94,211.5,260.72,328.24,192.38,326.02,106.58,146.28,81.62
2-Oct-09,395.32,178.67,222.67,208.77,262.17,327.4,192.23,324.92,106.26,144.99,80.78
5-Oct-09,404.04,182.32,226.82,212.42,262.68,329.09,198.57,327.61,107.12,146.77,83.05
6-Oct-09,412.65,185.83,229.3,215.59,264.93,331.65,201.02,333.84,108.36,147.8,83.11
7-Oct-09,415.21,186.25,228.67,215.77,265.82,332.46,203.03,335.4,105.23,147.53,83.09
8-Oct-09,424.61,189.99,231.43,219.08,267.34,332.28,203.45,336.72,104.36,147.83,84.71
9-Oct-09,425.14,190.45,232.63,219.11,267.92,335.59,205.1,340.49,103.58,148.77,85.63
12-Oct-09,430.39,190.92,232.48,219.27,268.33,337.06,206.96,341.43,103.48,149.52,85.62
13-Oct-09,430.5,191.87,232.38,220.23,267.72,333.68,204.67,341.46,103.91,148.66,84.44
14-Oct-09,438.34,195.74,238.5,223.62,269.1,338.51,211.69,346.44,103.9,149.19,88
15-Oct-09,446.93,196.56,239.2,223.89,271.35,340.66,210.29,346.37,104.57,150.5,87.42
16-Oct-09,446.72,193.84,237.08,222.64,272.4,339.34,204.75,342.93,103.66,150.88,84.8
19-Oct-09,452.23,196.5,239.22,225.71,273.85,342.73,205.69,346.31,104.5,153.13,86.74
20-Oct-09,448.37,194.32,237.52,223.26,273.38,339.3,204.3,346.32,103.96,151.36,85.21
21-Oct-09,447.34,191.73,235.44,220.03,271.04,334.75,200.41,345.59,103.92,151.63,84.28
22-Oct-09,450.75,194.41,237.29,223.7,271.53,337.3,206.26,347.59,104.48,152.08,86.71
23-Oct-09,441.69,190.43,233.25,222.07,268.57,333.71,203.05,346.51,103.12,149.56,85.53
26-Oct-09,435.23,185.77,230.86,220.89,266.49,330.09,197.95,345.39,101.77,147.61,85.25
27-Oct-09,439.85,184.12,228.46,217.21,266.97,331.95,196.58,342.19,102.82,147.12,83.89
28-Oct-09,427.15,178.3,223.48,211.21,265.94,327.79,190.23,336.02,104.63,145.6,80.1
29-Oct-09,437.49,183.98,227.92,216.96,270.67,330.98,198.47,342.62,105.21,146.97,84.21
30-Oct-09,422.22,176.96,221.11,211.1,265.94,326.06,189.03,334.37,103.04,144.15,82.61
2-Nov-09,424.18,178.76,223.23,213.01,268.71,327.87,190.61,335.75,102.65,143.75,83.2
3-Nov-09,428.84,180.97,226.44,213.58,266.94,327.63,191.43,334.77,102.1,143.44,84.28
4-Nov-09,428.29,180.84,226.11,213.3,268.14,331.72,188.54,337.01,102.53,144.42,82.17
5-Nov-09,435.18,185.21,231.69,218.79,269.7,337.04,193.32,344.36,103.76,146.85,83.78
6-Nov-09,434.26,185.78,234.52,221.02,270.62,338.4,192.45,344.73,104.08,146.48,82.2
9-Nov-09,440.95,191.78,240.3,225.88,274.59,344.23,199.43,352.27,106.42,149.01,86.43
10-Nov-09,441.12,192.07,239.59,226.02,274.72,345.91,198.54,352.22,106.4,149.49,85.93
11-Nov-09,441.36,193.83,240.82,227.1,275.45,346.48,201.31,354.31,106.63,149.12,87.72
12-Nov-09,432.36,192.61,238.4,224.8,273.97,344.62,197.6,352.76,105.79,147.12,86.53
13-Nov-09,435.31,193.66,239.96,228.29,275.84,345.18,197.05,355.9,105.82,148.3,87.79
16-Nov-09,445.97,198.05,244.79,232.06,277.83,350.07,199.48,359.52,106.67,150.21,89.9
17-Nov-09,445.81,199.91,244.72,230.42,278.29,350.36,199.62,361.16,107.31,149.66,88.45
18-Nov-09,444.59,199.7,243.68,229.63,278.26,351.65,201.4,359.31,107.56,148.99,90.33
19-Nov-09,435.4,196.67,240.04,226.94,277.34,349.79,197.33,353.56,106.8,147.15,88.11
20-Nov-09,431.55,196.44,239.33,225.68,277.47,351.73,196.2,351.28,106.62,147.5,87.58
23-Nov-09,438.4,198.29,242.96,227.68,280.28,355.42,199.08,356.88,109.43,149.53,88.73
24-Nov-09,440.27,197.73,242.27,227.27,280.42,358.22,197.58,355.21,110.51,150.04,87.3
25-Nov-09,444.57,200.63,243.88,229.52,280.44,360.14,197.17,355.84,110.96,151.4,87.77
27-Nov-09,433.84,195.72,239.94,226.11,277.47,356.41,191.76,350.11,110.13,148.95,85
30-Nov-09,434.25,197.04,240.3,225.31,276.11,355.43,197.02,351.1,109.62,150.16,88.79
1-Dec-09,440.51,200.21,243.76,228.31,279.78,359.9,197.21,355.82,111.45,152.86,89.86
2-Dec-09,437.18,202.5,243.45,228.96,279.74,360.99,196.98,355.41,112.28,154.87,91.45
3-Dec-09,430.92,199.09,241.8,227.29,277.6,358.97,192.92,354.84,112.51,155.35,90.32
4-Dec-09,427.47,196.7,245.34,228.97,278.86,359.21,196.33,357.91,112.75,154.7,92.89
7-Dec-09,426.16,196.85,245.18,229.99,279.19,358.65,193.17,356.18,114.74,155.83,90.81
8-Dec-09,418.75,193.48,241.92,228.22,275.99,355.97,191.45,353.46,113.62,155.22,90.33
9-Dec-09,419.29,196.06,241.95,227.8,276.01,358.1,192.2,356.66,113.61,155.78,90.28
10-Dec-09,422.97,195.44,242.8,230.97,277.26,362.26,191.81,358.24,114.45,157.6,90.26
11-Dec-09,423.35,195.72,245.18,233.33,278.25,362.04,193.14,357.1,115.16,160.21,91.5
14-Dec-09,424.07,198.55,248.08,235.4,279.2,365.32,194.27,360.2,115.01,160.87,92.96
15-Dec-09,424.43,196.32,247.35,234.63,277.98,365.05,190.95,358.28,113.44,160.27,91.86
16-Dec-09,426.43,198.31,246.5,235.02,276.93,363.62,192.23,359.57,113.09,159.63,92.48
17-Dec-09,423.43,193.76,244.09,232.2,273.36,360.21,188.75,355.3,112.24,158.68,91.82
18-Dec-09,424.6,193.95,243.62,233.42,272.55,361.13,191.37,360.85,112.49,159.39,92.42
21-Dec-09,429.14,196.21,245.36,236.35,274.65,365.11,194.2,364.71,113.46,159.98,93.93
22-Dec-09,431.06,197.54,245.63,236.71,275.84,366.39,194.79,366.8,114.63,158.9,94.98
23-Dec-09,433.11,200.46,245.68,237.68,276.17,366.15,194.1,368.95,114.83,159.14,96.17
24-Dec-09,435.2,202.03,246.7,237.95,277,366,195.77,372.66,115.25,160.26,97.65
28-Dec-09,436.43,202.4,246.4,237.89,277.39,367.52,195.17,373.48,115.9,160.5,97.83
29-Dec-09,433.48,202.12,246.88,238.39,277.67,366.86,194.35,373.11,115.85,160.32,96.46
30-Dec-09,433.67,202.34,246.22,237.4,277.45,366.44,194.5,374.81,115.77,160.43,96.5
31-Dec-09,429.95,199.81,242.99,235.07,274.3,362.22,193.78,370.71,114.64,157.99,94.18
4-Jan-10,442.08,205.36,247.11,236.46,277,367.26,197.79,376.46,116.42,158.33,93.79
5-Jan-10,445.6,206.43,247.99,237.62,276.7,365.15,201.15,376.33,116.64,156.51,94.04
6-Jan-10,450.2,209.57,248.49,237.59,276.35,366.89,202,373.03,113.17,157.28,93.84
7-Jan-10,449.2,208.61,251.72,239.63,276.28,368.26,206.21,371.6,112.21,156.43,94.95
8-Jan-10,451.47,210.75,255.56,239.6,274.87,369.35,205.09,374.53,111.7,156.23,93.72
11-Jan-10,451.99,210.34,258.55,239.36,275.98,370.88,205.15,372.93,111.66,157.95,94.21
12-Jan-10,445.74,206.27,256.48,236.37,277.45,368.62,201.88,368.66,111.21,157.36,92.45
13-Jan-10,447.49,208.15,257.7,238.55,279.31,373.37,204.24,372.15,110.78,158.78,94.4
14-Jan-10,448.26,206.13,257.55,238.65,279.16,376.41,205.54,374.72,108.8,158.29,94.04
15-Jan-10,444.78,203.93,254.39,236.51,277.34,374.84,201.35,369.97,107.26,157.27,92.96
19-Jan-10,448.58,207.16,256.63,239.29,279.1,382.47,203.64,375.79,108.82,159.11,94.99
20-Jan-10,440.79,204.04,253.42,236.48,276.34,380.45,203.37,370.32,107.28,157.43,93.5
21-Jan-10,432,195.21,247.82,233.42,272.21,372.12,197.35,366.61,106.52,155.21,90.45
22-Jan-10,422.56,190.8,244.05,229.1,271.3,367.69,190.93,352.35,105.14,151.84,88.2
25-Jan-10,425.17,192.29,245.17,229.88,271.85,367.53,191.94,354.81,106.25,152.69,89.09
26-Jan-10,423.12,190.22,244.88,230.09,271.86,365.91,188.7,354.81,104.96,153.26,88.33
27-Jan-10,420.67,188.72,245.34,230.9,272.18,368.01,193.07,357,105.34,152.47,89.19
28-Jan-10,416.41,185.17,242.38,229.42,271.5,365.51,192.29,346.5,104.35,150.82,88.59
29-Jan-10,410.57,182.5,240.06,228.13,270.88,363.75,190.92,339.38,103.95,149.93,88.13
1-Feb-10,422.67,189.19,243.54,230.65,273.05,365.38,193.98,344.4,104.41,151.04,90.04
2-Feb-10,428.65,189.93,248.19,234.01,276.57,372.38,196.15,347.12,105.71,152.29,91.72
3-Feb-10,425.41,188.09,247.29,234.37,275.15,368.14,193.51,348.13,104.85,151.14,90.13
4-Feb-10,408.83,180.87,239.72,227.68,268.74,358.41,185.48,338.11,102.36,147.15,86.41
5-Feb-10,408.35,184.01,238.37,226.61,268.52,357.61,187.74,341.82,102.87,146.75,88.34
8-Feb-10,404.65,181.19,235.72,225.69,267.64,356.23,183.6,340.02,102.08,145.12,86.11
9-Feb-10,412.73,185.73,239.79,228.87,271.35,358.46,185.62,343.51,103.41,146.51,86.21
10-Feb-10,410.57,184.36,239.15,227.83,270.88,356.5,187.15,342.45,102.96,145.68,86.25
11-Feb-10,417.06,187.25,242.68,230.32,273.26,358.87,187.56,346.34,103.44,146.45,86.95
12-Feb-10,414.74,187.1,240.95,230.29,272.61,357.94,187.02,346.55,102.9,145.48,87.39
16-Feb-10,425.77,191.72,246.32,234.07,275.89,361.08,191.63,352.01,103.92,148.18,90.17
17-Feb-10,424.3,191.81,247.86,235.98,277.91,364,192.36,353.34,104.25,147.8,90.9
18-Feb-10,426.43,194.05,250.33,237.44,279.87,365.67,193.44,356.26,104.09,148.66,92.27
19-Feb-10,427.13,194.93,251.53,238.26,280.11,365.08,194.6,355.83,103.75,150.78,92.71
22-Feb-10,421.51,194.02,251.67,237.96,279.68,364.79,196.82,354.84,103.48,149.79,92.92
23-Feb-10,415.17,190.67,248.59,236.63,278.1,360.75,193.31,349.98,102.5,148.58,91.78
24-Feb-10,418.37,190.49,250.89,239.77,280.08,363.48,196.68,353.66,102.87,148.67,92.59
25-Feb-10,417.62,190.13,250.1,239.65,279.68,363.26,196.03,352.81,102.43,148.24,93.01
26-Feb-10,418.27,190.2,251.04,240.22,278.19,363.79,197.43,353.04,102.61,147.14,93
1-Mar-10,422.25,193.19,253.45,244.1,280.05,367.26,198.16,358.23,103.24,149.09,93.66
2-Mar-10,425.58,195.1,254.14,243.37,281.13,368.71,198.73,357.45,103.15,149.78,93.75
3-Mar-10,426.39,197.09,254.51,243.43,281.48,367.04,198.83,357.66,103,149.64,93.37
4-Mar-10,424.77,197.58,255.59,245.8,282.67,366.18,200.65,359.42,103.26,149.77,93.93
5-Mar-10,432.46,200.26,259.48,249.68,284.11,370.59,204.73,364.46,103.32,151.42,96.52
8-Mar-10,431.77,200,258.25,250.56,283.07,368.99,205.04,365.66,104.47,151.31,97.37
9-Mar-10,432.04,198.97,260.33,250.35,282.58,368.54,205.6,367.08,105.76,150.89,97.97
10-Mar-10,434.77,198.86,261.27,251.17,281.99,368.88,207.91,369.89,105.63,151.07,98.6
11-Mar-10,434.7,199.76,262.06,252.57,282.13,370.44,209.8,371.41,106.09,151.44,99.02
12-Mar-10,434.42,200.97,263.93,253.16,282.24,368.97,208.94,371.58,105.9,150.4,100.1
15-Mar-10,430.27,200.41,264.56,253.48,284.62,370.8,208.78,370.59,106.44,151.12,99.85
16-Mar-10,433.96,203.47,267.68,254.9,285.7,371.6,211.43,373.22,106.65,152.71,102.39
17-Mar-10,438.74,204.82,268.69,256.14,287.12,372.04,213.74,374.63,107.31,153.24,104.16
18-Mar-10,433.63,203.39,270.62,256.24,287.05,374.41,212.76,375.45,107.96,152.57,103.57
19-Mar-10,429.54,201.38,269.65,254.68,286.82,374.48,211.19,372.46,108.43,152.26,102.47
22-Mar-10,428.2,203.98,270.25,258.02,287.92,376.71,212.41,375.18,109.12,151.31,103.78
23-Mar-10,429.62,206.54,273.22,259.14,290.31,378.13,214.04,378.7,110.11,151.78,103.54
24-Mar-10,426.79,205.92,271.7,257.93,287.39,374.87,214.4,376.56,108.95,150.29,104
25-Mar-10,420.45,201.86,271.14,259.31,287.5,372.92,215.32,377.81,108.01,149.27,104.36
26-Mar-10,421.22,203.45,271.96,260.7,287.83,370.45,215.55,377.34,108.25,149.65,103.98
29-Mar-10,428.62,205.25,274.32,260.65,289.3,373.77,215.96,377.39,109.05,151.41,104.15
30-Mar-10,428.63,205.62,274.84,260.72,289.61,373.95,214.39,379.24,108.66,151.17,104.19
31-Mar-10,430.31,204.62,273.25,258.69,288.13,372.68,214.75,376.89,108.15,150.7,103.05
1-Apr-10,437.34,208.31,274.84,260.6,289.58,374.75,216.74,377.24,109.19,152.66,103.59
5-Apr-10,444.53,210.79,276.91,263.67,289.37,373.71,218.9,381.42,110,153.51,105.76
6-Apr-10,444.59,211.27,276.92,264.07,288.42,373.06,221.19,381.58,109.59,154.85,107.78
7-Apr-10,440.15,209.77,275.31,262.69,286.85,371.49,220,380.77,107.03,153.42,104.9
8-Apr-10,442.81,210.34,276.23,265.38,286.84,370.68,221.83,380.88,107.98,152.53,105.04
9-Apr-10,447.72,210.95,277.66,267.72,288.63,372.17,222.82,384.04,108.94,153.37,106.88
12-Apr-10,449.05,209.94,278.51,267.71,288.92,371.41,223.83,385.22,108.76,153.91,105.87
13-Apr-10,446.97,209.25,279.23,269.26,288.86,371.51,223.83,386.51,108.53,153.36,108.56
14-Apr-10,451.18,210.62,282.73,273.18,288.9,369.9,229.75,392.95,108.4,153.41,108.41
15-Apr-10,451.14,210.56,285.38,274.24,288.16,368.95,228.64,395.01,108.17,153.13,105.45
16-Apr-10,444.25,206.85,280.71,270.49,287.31,366.85,219.93,389.51,107.29,151.48,102.8
19-Apr-10,445.05,207.35,280.73,271.2,288.46,369.73,222.35,390.36,108.47,151.74,103.49
20-Apr-10,453.57,207.72,282.79,274.25,288.72,370.67,225.26,392.02,109.18,153.47,105.28
21-Apr-10,452.82,207.43,285.3,275.79,288.94,364.2,224.05,393.58,108.18,153.7,107.29
22-Apr-10,452.51,209.02,287.2,280.38,288.18,359.48,225.33,394.46,107.81,154.24,109.29
23-Apr-10,462.89,211.69,289.22,281.64,287.82,363.5,226.22,396.28,107.59,155.53,110.57
26-Apr-10,461.89,211.85,289.92,283.24,287.14,359.47,222.31,395.61,107.3,154.93,111.63
27-Apr-10,449.04,205.04,282.46,275.08,282.34,355.46,214.87,387.79,106.04,152.18,107.72
28-Apr-10,453.88,207.07,284.8,274.28,283.95,357.84,217.64,388.58,106.52,153.6,108.22
29-Apr-10,454.39,208.73,290.73,279.93,285.12,362.59,223.06,392.34,107.41,153.65,113.48
30-Apr-10,449.37,205.47,284.43,274.27,283.64,358.12,217.54,383.53,106.64,154.37,109.69
3-May-10,453.62,205.42,290.41,279.92,285.19,360.16,221.54,388.79,107.8,156.43,113.65
4-May-10,441.82,198.15,280.85,271.71,282.47,357.44,215.53,377.34,106.02,153.57,110.94
5-May-10,435.3,196.53,276.75,267.8,283.41,358.19,214.51,375.14,105.89,152.44,109.08
6-May-10,420.46,190.47,267.43,258.35,276.68,348.91,205.69,362.78,103.34,148.33,104.85
7-May-10,414.04,187.97,261.86,253.44,275.24,344.19,203.16,354.31,102.68,147.45,103.22
10-May-10,430.41,196.98,276.73,266.79,282.91,353.51,214.5,371.85,105.14,151.84,110.51
11-May-10,427.01,194.79,276.13,266.8,282.66,352.89,213.47,370.15,105,152.13,110.41
12-May-10,432.43,198.49,281.66,270.39,284.45,355.35,215.84,378.46,106.08,153.42,111.71
13-May-10,429.09,195.98,277.67,264.69,283.13,351.94,212.25,373.25,106.27,152.58,109.88
14-May-10,420.64,191.03,271.74,260.2,280.58,346.52,206.47,365.68,105.07,151.31,106.09
17-May-10,416.64,190.74,270.9,261.83,283.03,346.83,206.46,366.54,106.28,151.45,106.39
18-May-10,413.59,187.93,267.24,257.06,281.72,344.14,200.69,360.6,105.74,149.95,103.31
19-May-10,409.48,187.22,263.89,255.07,281.18,343.68,201.04,358.17,105.48,148.52,102.52
20-May-10,391.33,178.96,251.89,245.36,272.16,332.18,191.56,345.44,102.63,143.75,97.99
21-May-10,398.03,183.4,255.78,249.92,273.23,333.11,198.5,348.91,102.92,144.55,101.72
24-May-10,389.39,180.37,251.72,247.97,271.14,332.39,192.78,346.93,101.91,143.27,99.24
25-May-10,389.15,183.19,251.31,250.06,268.56,330.74,194.39,346.37,102.14,142.28,100.58
26-May-10,388.1,181.74,251.96,249.39,266.19,328.86,193.14,342.71,100.96,142.05,99.91
27-May-10,404.39,188.84,260.34,258.18,271.37,335.19,201.74,354.83,103.39,144.96,105.58
28-May-10,396.31,185.64,256.48,254.68,270.21,333.08,197.42,351.8,102.44,144.92,103.68
1-Jun-10,379.47,179.81,251.1,250.66,269.71,329.62,193.31,348.52,101.6,141.65,102.06
2-Jun-10,395.72,185.27,257.34,256.71,274.27,337.37,199.19,356.12,103.67,144.66,104.33
3-Jun-10,400.02,183.16,258.67,257.65,274.55,338.89,198.15,360.17,103.9,146.06,103.7
4-Jun-10,386.22,175.96,246.83,247.9,267.51,328.79,190.3,348.78,101.56,141.74,97.77
7-Jun-10,383.16,173.03,240.54,243.34,265.67,328.67,186.43,342.25,101.47,142.47,97.14
8-Jun-10,390.36,177.34,242.95,245.24,269.57,329.15,190.19,342.41,103.57,144.33,99.06
9-Jun-10,385.37,176.83,242.59,245.24,269.15,327.35,188.35,339.4,103.52,143.38,99.48
10-Jun-10,404.29,183.04,251.18,253.2,273.27,333.99,194.63,348.04,105.71,147.22,104.27
11-Jun-10,406.05,185.2,252.44,253.61,271.2,336.7,195.34,351.89,105.97,147.19,105.08
14-Jun-10,403.99,183.36,252.07,253.98,272.21,337.25,194.04,350.94,105.62,147.79,106.27
15-Jun-10,414.93,188.08,259.66,260.06,275.24,342.97,199.02,361.01,107.33,150.78,108.78
16-Jun-10,414.32,187.94,259.18,258.45,273.81,344.02,199.06,361.89,107.28,151.67,107.97
17-Jun-10,414.53,187.37,259.65,256.79,275.71,344.38,198.78,363.6,107.23,152.8,108.24
18-Jun-10,417.09,188.31,260.57,256.14,275.25,343.23,199.84,363.85,106.89,152.99,107.69
21-Jun-10,416.11,189.14,261.35,253.86,274.37,341.79,199.3,360.91,106.76,151.81,107.11
22-Jun-10,404.86,184.91,254.98,248.21,271.52,338.76,196.29,357.61,106.16,148.06,103.89
23-Jun-10,400.96,185.04,253.87,248.3,272.25,337.9,195.7,356.01,106.82,146.49,104.46
24-Jun-10,392.71,180.62,249.34,242.17,269.8,335.2,191.65,349.55,105.23,146.02,101.64
25-Jun-10,392.5,183.16,250.77,242.48,265.64,335.77,197.03,347.62,104,146.47,104.76
28-Jun-10,387.47,181.14,249.36,241.18,268.66,335.88,195.27,348.54,105.03,147.47,103.13
29-Jun-10,375.65,174.73,239.65,232.44,264.65,329.59,187.69,335.15,103.41,144.46,99.56
30-Jun-10,373.36,172.46,238.29,229.71,262.64,326.88,185.64,329.93,102.04,143.44,98.31
1-Jul-10,371.82,171.31,236.96,231.55,263.15,324.13,184.07,328.83,102.43,142.97,98.29
2-Jul-10,371.08,170.73,234.5,228.89,262.4,325.07,182.08,328.07,102.64,143.04,96.18
6-Jul-10,375.03,170.83,234.75,228.84,263.78,326.65,183.12,330.7,102.81,144.71,94.57
7-Jul-10,387.15,177.51,243.16,235.33,268.93,333.09,191.24,342.79,103.19,149.22,99.37
8-Jul-10,392.22,180.17,246.38,237.1,272.9,336.11,192.47,344.46,104.31,150.37,100.47
9-Jul-10,393.94,184.44,248.32,239.36,272.96,336.64,195.51,346.39,104.54,151.32,101.98
12-Jul-10,393.4,182.5,247.06,239.76,273.77,336.09,195.55,348.82,104.49,151.81,102.35
13-Jul-10,398.15,186.52,251.68,245.73,275.84,338.29,200.62,353.6,105.38,152.33,104.78
14-Jul-10,397.13,186.64,252.29,244.41,276.37,338.47,198.79,356.56,105.51,152.43,104.29
15-Jul-10,397.27,186.44,252.13,245.23,276.88,339.67,198.6,356.93,105.57,153.38,104.19
16-Jul-10,386.77,181.01,243.51,236.56,273.24,332.17,189.92,346.47,104.32,150.86,100.6
19-Jul-10,390.53,181.31,244.95,238.79,273.3,333.71,189.97,350.09,104.9,153.09,102.24
20-Jul-10,397.97,186.58,248.91,242.32,277.33,332.94,192.15,352.86,105.25,154.37,104.23
21-Jul-10,392.6,185.75,248.02,237.99,274.65,328.03,188.71,347.91,105.02,152.19,101.79
22-Jul-10,401.21,190.09,255.81,245.27,277.05,329.67,194.56,357.33,107.09,154.68,106.03
23-Jul-10,402.3,193.84,260.94,248.45,279.73,329.93,195.94,359.37,108.35,154.82,107.3
26-Jul-10,406.57,194.85,265.46,252.17,280.96,334.69,198.98,361.51,109.98,155.84,110.01
27-Jul-10,405.07,193.61,263.47,249.13,282.08,334.76,199.19,362.01,110.38,158.35,109.45
28-Jul-10,404.51,192.6,262.84,247.33,280.58,330.19,197.32,358.57,110.78,157.49,109.47
29-Jul-10,404.16,192.61,262.36,245.88,277.51,330.12,197.97,355.2,110.21,154.95,108.19
30-Jul-10,403.14,193.56,262.83,247.48,277.97,331,197.92,353.57,110.13,153.97,108.91
2-Aug-10,417.48,198.69,268.04,252.68,281.22,337.46,203,360.79,112.34,157.04,112.87
3-Aug-10,418.28,195.38,266.84,249.29,279.28,340.09,200.73,359.43,112.28,156.59,111.65
4-Aug-10,420.44,196.84,268.75,253.05,280.01,343.12,201.28,361.62,112.21,156.73,112.46
5-Aug-10,420.81,197.5,269.03,253.67,278.96,342.84,200.52,360.1,112.49,156.8,111.08
6-Aug-10,415.95,196.87,267.63,252.49,279.72,344.14,198.87,358.97,112.02,156.97,110.49
9-Aug-10,418.33,197.73,269.19,254.69,281.18,345.01,200.06,360.62,113.19,157.61,111.91
10-Aug-10,415.02,195.81,267.08,252.62,281.88,345.82,197.99,356.3,113.64,158.29,110.96
11-Aug-10,402.8,189.24,257.15,245.75,276.88,336.69,190.88,347.02,111.73,155.11,108.23
12-Aug-10,400.82,190.12,255,244.84,276.43,338.03,189.7,341.11,112.77,154.5,106.76
13-Aug-10,399.46,189.39,254.38,242.27,276.33,336.63,189.09,338.84,112.66,155,106.74
16-Aug-10,399.74,190.24,254.29,242.29,276.41,335.31,188.69,340.22,112.33,155.08,106.74
17-Aug-10,405.59,194.64,258.84,245.89,278.53,339.61,190.08,344.06,113.69,156.47,109.72
18-Aug-10,401.23,195.35,259.21,248.16,278.78,339.16,190.85,345.62,114.45,155.66,109.68
19-Aug-10,395.2,191.14,253.7,243.72,275.61,333.51,186.26,341.21,112.83,153.49,106.75
20-Aug-10,390.41,190.45,252.08,243.29,275.47,332.11,185.83,341.04,111.34,153.81,106.45
23-Aug-10,391.19,188.48,249.29,241.3,276.12,333.25,184.72,337.74,111.24,154.7,105.97
24-Aug-10,385.57,184.09,244.39,237.18,275.17,326.5,181.56,332.25,111.54,155.15,105.14
25-Aug-10,384.56,184.61,243.97,239.49,275.44,329.6,182.08,333.83,112.25,154.71,106.95
26-Aug-10,380.6,184.65,243.24,237.77,273.55,326.93,180.48,330.11,111.8,154,106.17
27-Aug-10,391.05,190.07,248.36,241.46,275.32,330.08,184.71,334,112.71,156.92,108.01
30-Aug-10,385.01,187.41,244.29,237.16,272.95,326.42,180.61,330.01,111.34,154.71,106.92
31-Aug-10,384.14,188.05,243.55,237.42,273.56,325.08,182.27,328.12,112.61,155.34,107.86
1-Sep-10,398.13,193.48,252.96,245.43,278.09,332.46,189.29,336.88,114.44,158.77,111.59
2-Sep-10,401.61,195.55,256.29,249.84,279.67,334.31,191.08,339.91,114.69,158.52,113.2
3-Sep-10,405.43,197.99,259.97,253.62,281.39,337.36,195.19,345.69,114.99,159.48,114.78
7-Sep-10,399.02,196.32,257.62,249.53,280.42,335.37,190.56,342.73,114.6,158.59,112.91
8-Sep-10,402.41,197.62,260.22,251.21,281.39,336.98,192.73,344.06,115.24,157.87,113.31
